CustomerID,AccountNumber,city,latitude,longitude,population,total_orders,total_spent,avg_order_value,days_since_last_purchase,days_since_first_purchase,unique_products,avg_days_between_orders,orders_per_month,customer_cohort,will_buy_soon,will_buy_again_6m,has_purchase_history,has_repeat_order_history,population_missing,city_class,favorite_category_Bikes,favorite_category_Clothing,favorite_category_Components,favorite_category_Unknown,geographic_area,distance_to_major_city_km,has_geographic_match,city_class_major,is_recent_buyer,is_at_risk,is_churned,value_per_product,spending_intensity,is_frequent_buyer,frequency_score,consistency_score,customer_lifetime,engagement_score,product_diversity,recency_monetary,frequency_monetary,recency_segment_recent,recency_segment_moderate,recency_segment_old,recency_segment_very_old,spending_tier_low,spending_tier_medium,country_Australia,country_France,country_Germany,country_United Kingdom,country_United States
16300,AW00016300,Stoke-On-Trent,53.022201047,-2.173368282,245000.0,1.0,71.97,35.985,27,27,2.0,279.25,1.0,existing_returned,0,1,1,0,0,Major City,0,0,0,0,Stoke-On-Trent,7.073230889886872e-13,1,1,1,0,0,35.985,2.6655555555555557,0,0.4,0.003568242640499554,27,0.44040720748602746,2.0,1943.19,71.97,0,0,0,0,0,1,0,0,0,1,0
16301,AW00016301,Boulogne-Sur-Mer,50.7251398,1.6143757,40539.0,1.0,72.96,18.24,134,134,4.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Lille,99.76414383073516,1,0,0,1,0,18.24,0.5444776119402984,0,0.4,0.003568242640499554,134,0.3805093505476609,4.0,9776.64,72.96,0,1,0,0,0,1,0,1,0,0,0
16302,AW00016302,Croix,50.6749978,3.1483882,20566.0,1.0,24.99,24.99,96,96,1.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Roubaix,2.527699274773561,1,0,0,1,0,24.99,0.2603125,0,0.4,0.003568242640499554,96,0.39859758775961196,1.0,2399.04,24.99,0,1,0,0,1,0,0,1,0,0,0
16303,AW00016303,Darmstadt,49.8724499,8.6510106,164792.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,0,Small City,0,0,0,1,around_Frankfurt,28.534184614862657,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
16304,AW00016304,Darmstadt,49.8724499,8.6510106,164792.0,1.0,49.48,24.74,89,89,2.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Frankfurt,28.534184614862657,1,0,0,0,0,24.74,0.5559550561797753,0,0.4,0.003568242640499554,89,0.40225990010492524,2.0,4403.719999999999,49.48,1,0,0,0,1,0,0,0,1,0,0
16305,AW00016305,Ingolstadt,48.762385,11.4253513,142308.0,1.0,2443.35,2023.375,425,425,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Small City,1,0,0,0,around_Stuttgart,164.724250785661,1,0,0,0,1,2443.35,5.7490588235294116,0,0.4,0.003568242640499554,425,0.2996780677288588,1.0,1038423.75,2443.35,0,0,0,1,0,0,0,0,1,0,0
16306,AW00016306,W. York,53.962026649,-1.083683588,107037.0,1.0,21.98,21.98,121,121,1.0,279.25,1.0,existing_returned,1,1,1,0,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,0,1,0,21.98,0.18165289256198347,0,0.4,0.003568242640499554,121,0.38637911476745856,1.0,2659.58,21.98,0,1,0,0,1,0,0,0,0,1,0
16307,AW00016307,Salzgitter,52.160600999,10.328465,105039.0,1.0,2181.5625,2023.375,450,450,1.0,279.25,1.0,existing_returned,1,1,1,0,0,Small City,1,0,0,0,around_Braunschweig,17.308926575607547,1,0,0,0,1,2181.5625,4.847916666666666,0,0.4,0.003568242640499554,450,0.2954263010130088,1.0,981703.125,2181.5625,0,0,0,1,0,0,0,0,1,0,0
16308,AW00016308,Liverpool,53.432136109766,-2.973072874813,513441.0,1.0,2181.5625,2023.375,538,538,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Major City,1,0,0,0,Liverpool,0.0,1,1,0,0,1,2181.5625,4.054948884758364,0,0.4,0.003568242640499554,538,0.28233293126391074,1.0,1173680.625,2181.5625,0,0,0,1,0,0,0,0,0,1,0
16309,AW00016309,Dresden,51.051696999,13.736883,790400.0,1.0,2181.5625,2023.375,449,449,1.0,279.25,1.0,existing_returned,1,1,1,0,0,Major City,1,0,0,0,Dresden,7.073230889886872e-13,1,1,0,0,1,2181.5625,4.858713808463252,0,0.4,0.003568242640499554,449,0.29559135731303443,1.0,979521.5625,2181.5625,0,0,0,1,0,0,0,0,1,0,0
16310,AW00016310,Dunkerque,51.0344993,2.3773524,86263.0,2.0,3693.19,1231.063333,182,282,3.0,100.0,0.666666666666,existing_returned,1,1,1,1,0,Small City,1,0,0,0,around_Lille,63.47984208431895,1,0,0,0,1,1231.0633333333333,13.096418439716313,0,0.26666666666640004,0.009900990099009901,282,0.30981977905275293,1.5,672160.58,2462.1266666642045,0,0,1,0,0,0,0,1,0,0,0
16311,AW00016311,London,51.420287318258,-0.207126382835,11262000.0,2.0,2988.3225,597.6645,205,544,5.0,339.0,0.181818181818,existing_not_returned,0,0,1,1,0,Major City,0,0,0,0,London,0.0,1,1,0,0,1,597.6645000000001,5.493239889705883,0,0.0727272727272,0.0029411764705882353,544,0.2220785251899512,2.5,612606.1125,543.3313636358204,0,0,1,0,0,0,0,0,0,1,0
16312,AW00016312,Paris La Defense,48.89198,2.23881,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,1,Unknown,0,0,0,1,Unknown,-1.0,0,-1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0
16313,AW00016313,Paderborn,51.7150188,8.751965,155749.0,2.0,4985.66,830.943333,212,441,6.0,229.0,0.285714285714,existing_not_returned,0,0,1,1,0,Small City,0,0,0,0,around_Essen,123.5789111714904,1,0,0,0,1,830.9433333333333,11.305351473922903,0,0.1142857142856,0.004347826086956522,441,0.2367933302474327,3.0,1056959.92,1424.474285712861,0,0,1,0,0,0,0,0,1,0,0
16314,AW00016314,Stoke-On-Trent,53.022201047,-2.173368282,245000.0,2.0,111.95,27.9875,26,140,4.0,114.0,0.5,existing_not_returned,0,0,1,1,0,Major City,0,0,0,0,Stoke-On-Trent,7.073230889886872e-13,1,1,1,0,0,27.9875,0.7996428571428572,0,0.2,0.008695652173913044,140,0.3626598465473146,2.0,2910.7000000000003,55.975,0,0,0,0,0,1,0,0,0,1,0
16315,AW00016315,Paris,48.8319164,2.3558551,11060000.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,0,Major City,0,0,0,1,Paris,0.0,1,1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0
16316,AW00016316,Berlin,52.435047,13.19789,4679500.0,2.0,4659.8025,1164.950625,193,439,4.0,246.0,0.25,existing_not_returned,0,0,1,1,0,Major City,0,0,0,0,Berlin,0.0,1,1,0,0,1,1164.950625,10.614584282460136,0,0.1,0.004048582995951417,439,0.23745113403857035,2.0,899341.8825,1164.950625,0,0,1,0,0,0,0,0,1,0,0
16317,AW00016317,Oxford,51.7372596,-1.2530541,108600.0,1.0,2181.5625,2023.375,527,527,1.0,279.25,1.0,existing_returned,1,1,1,0,0,Small City,1,0,0,0,around_Milton Keynes,46.207249318083726,1,0,0,0,1,2181.5625,4.139587286527514,0,0.4,0.003568242640499554,527,0.2838283203257822,1.0,1149683.4375,2181.5625,0,0,0,1,0,0,0,0,0,1,0
16318,AW00016318,Warrington,53.3839052,-2.5997651,165456.0,1.0,2181.5625,2023.375,521,521,1.0,279.25,1.0,existing_returned,1,1,1,0,0,Small City,1,0,0,0,around_Liverpool,25.319066315024358,1,0,0,0,1,2181.5625,4.1872600767754315,0,0.4,0.003568242640499554,521,0.28465963757770296,1.0,1136594.0625,2181.5625,0,0,0,1,0,0,0,0,0,1,0
16319,AW00016319,Bobigny,48.9065216,2.4407736,56927.0,1.0,27.28,13.64,126,126,2.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Saint-Denis,6.929692981981064,1,0,0,1,0,13.64,0.2165079365079365,0,0.4,0.003568242640499554,126,0.38408472941129446,2.0,3437.28,27.28,0,1,0,0,1,0,0,1,0,0,0
16320,AW00016320,Dunkerque,51.0344993,2.3773524,86263.0,1.0,49.48,24.74,149,149,2.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Lille,63.47984208431895,1,0,0,1,0,24.74,0.33208053691275163,0,0.4,0.003568242640499554,149,0.37410549224740286,2.0,7372.5199999999995,49.48,0,1,0,0,1,0,0,1,0,0,0
16321,AW00016321,Billericay,51.6028083,0.4444627,27998.0,1.0,89.97,29.99,1,1,3.0,279.25,1.0,existing_returned,0,1,1,0,0,Small City,0,0,0,0,around_London,49.448531373127345,1,0,1,0,0,29.99,89.97,0,0.4,0.003568242640499554,1,0.4602508006610023,3.0,89.97,89.97,0,0,0,0,0,1,0,0,0,1,0
16322,AW00016322,Paris La Defense,48.89198,2.23881,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,1,Unknown,0,0,0,1,Unknown,-1.0,0,-1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0
16323,AW00016323,Versailles,48.8022311,2.129554,84095.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,0,Small City,0,0,0,1,around_Boulogne-Billancourt,9.03439510365369,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0
16324,AW00016324,Billericay,51.6028083,0.4444627,27998.0,2.0,3282.81,656.562,169,517,5.0,348.0,0.166666666666,existing_not_returned,0,0,1,1,0,Small City,0,0,0,0,around_London,49.448531373127345,1,0,0,1,0,656.562,6.349729206963249,0,0.0666666666664,0.0028653295128939827,517,0.2325824452957091,2.5,554794.89,547.1349999978114,0,1,0,0,0,0,0,0,0,1,0
16325,AW00016325,Runcorn,53.341724609,-2.731299099,61789.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,0,Small City,0,0,0,1,around_Liverpool,18.92491390969031,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0
16326,AW00016326,Bonn,50.734244999,7.099187,335789.0,1.0,24.99,24.99,110,110,1.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Essen,80.46562456088056,1,0,0,1,0,24.99,0.22718181818181818,0,0.4,0.003568242640499554,110,0.3915967885816236,1.0,2748.8999999999996,24.99,0,1,0,0,1,0,0,0,1,0,0
16327,AW00016327,Salzgitter,52.160600999,10.328465,105039.0,2.0,4647.8825,929.5765,183,442,4.0,259.0,0.25,existing_not_returned,0,0,1,1,0,Small City,0,0,0,0,around_Braunschweig,17.308926575607547,1,0,0,0,1,1161.970625,10.515571266968324,0,0.1,0.0038461538461538464,442,0.2409713644020213,2.0,850562.4974999999,1161.970625,0,0,1,0,0,0,0,0,1,0,0
16328,AW00016328,West Sussex,50.9531755,-0.1437095,107037.0,1.0,2181.5625,2023.375,532,532,1.0,279.25,1.0,existing_returned,1,1,1,0,1,Unknown,1,0,0,0,Unknown,-1.0,0,-1,0,0,1,2181.5625,4.100681390977444,0,0.4,0.003568242640499554,532,0.2831440513874677,1.0,1160591.25,2181.5625,0,0,0,1,0,0,0,0,0,1,0
16329,AW00016329,London,51.420287318258,-0.207126382835,11262000.0,1.0,2443.35,2023.375,545,545,1.0,279.25,1.0,existing_returned,1,1,1,0,0,Major City,1,0,0,0,London,0.0,1,1,0,0,1,2443.35,4.483211009174312,0,0.4,0.003568242640499554,545,0.28140014312182027,1.0,1331625.75,2443.35,0,0,0,1,0,0,0,0,0,1,0
16330,AW00016330,Chatou,48.8898919,2.1564805,30598.0,1.0,31.27,10.423333,69,69,3.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Boulogne-Billancourt,8.89570924419985,1,0,0,0,0,10.423333333333334,0.45318840579710146,0,0.4,0.003568242640499554,69,0.4133746202575877,3.0,2157.63,31.27,1,0,0,0,1,0,0,1,0,0,0
16331,AW00016331,Newton,53.910505657043,-122.76960555593,107037.0,2.0,88.85,14.808333,119,141,6.0,22.0,2.0,existing_returned,0,1,1,1,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,0,1,0,14.808333333333332,0.6301418439716312,1,0.8,0.043478260869565216,141,0.5592831476823573,3.0,10573.15,177.7,0,1,0,0,0,1,0,0,0,0,0
16332,AW00016332,Matraville,-33.9628,151.231,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,1,Unknown,0,0,0,1,Unknown,-1.0,0,-1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0
16333,AW00016333,Everett,47.9845088,-122.2032447,111845.0,1.0,56.97,28.485,54,54,2.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Seattle,43.63571205053401,1,0,0,0,0,28.485,1.055,0,0.4,0.003568242640499554,54,0.4224069883052764,2.0,3076.38,56.97,1,0,0,0,1,0,0,0,0,0,1
16334,AW00016334,Oregon City,45.3318233,-122.5790457,37755.0,1.0,84.92,28.306666,179,179,3.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Portland,22.720433588156332,1,0,0,1,0,28.30666666666667,0.47441340782122904,0,0.4,0.003568242640499554,179,0.3623572374980323,3.0,15200.68,84.92,0,1,0,0,0,1,0,0,0,0,1
16335,AW00016335,Bellflower,33.8840817,-118.1274477,76819.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,0,Small City,0,0,0,1,around_Long Beach,13.97123189925002,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
16336,AW00016336,Downey,33.941039,-118.127454,110939.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,0,Small City,0,0,0,1,around_Los Angeles,16.68538307512976,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
16337,AW00016337,El Cajon,32.7931271,-116.9661548,104449.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,0,Small City,0,0,0,1,around_San Diego,17.185296412381923,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
16338,AW00016338,Gold Coast,-28.0012225,153.4285108,607665.0,2.0,169.43,28.238333,89,181,6.0,92.0,0.666666666666,existing_not_returned,0,0,1,1,0,Major City,0,0,0,0,Gold Coast,0.0,1,1,0,0,0,28.238333333333333,0.9360773480662984,0,0.26666666666640004,0.010752688172043012,181,0.3510819004309483,3.0,15079.27,112.9533333332204,1,0,0,0,0,1,1,0,0,0,0
16339,AW00016339,Townsville,-19.2576223,146.8178787,173724.0,2.0,3169.5882,1584.7941,202,217,2.0,15.0,2.0,existing_not_returned,0,0,1,1,0,Small City,1,0,0,0,around_Brisbane,1110.835783237589,1,0,0,0,1,1584.7941,14.606397235023042,1,0.8,0.0625,217,0.5318716931216932,1.0,640256.8164,6339.1764,0,0,1,0,0,0,1,0,0,0,0
16340,AW00016340,Imperial Beach,32.5773264,-117.117999,25764.0,1.0,608.96,152.24,122,122,4.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Chula Vista,8.054774741519445,1,0,0,1,0,152.24,4.991475409836066,0,0.4,0.003568242640499554,122,0.38591646868537377,4.0,74293.12000000001,608.96,0,1,0,0,0,1,0,0,0,0,1
16341,AW00016341,Hervey Bay,-25.2893813,152.8311581,57722.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,0,Small City,0,0,0,1,around_Brisbane,243.228281688493,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0
16342,AW00016342,Cranbourne,-38.1077,145.28,21281.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,0,Small City,0,0,0,1,around_Melbourne,42.75549591197834,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0
16343,AW00016343,St. Leonards,-33.8235507,151.1932497,107037.0,1.0,36.27,12.09,51,51,3.0,279.25,1.0,existing_returned,0,1,1,0,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,0,0,0,12.090000000000002,0.7111764705882354,0,0.4,0.003568242640499554,51,0.4242916266383038,3.0,1849.7700000000002,36.27,1,0,0,0,1,0,1,0,0,0,0
16344,AW00016344,Santa Cruz,36.974825,-121.99185,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,1,Unknown,0,0,0,1,Unknown,-1.0,0,-1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
16345,AW00016345,Wollongong,-34.4241792,150.8935489,261896.0,1.0,3578.27,2023.375,920,920,1.0,279.25,1.0,existing_returned,1,1,1,0,0,Major City,1,0,0,0,Wollongong,0.0,1,1,0,0,1,3578.27,3.8894239130434785,0,0.4,0.003568242640499554,920,0.24628448057425104,1.0,3292008.4,3578.27,0,0,0,1,0,0,1,0,0,0,0
16346,AW00016346,Milsons Point,-33.8463,151.212,107037.0,1.0,6.28,3.14,103,103,2.0,279.25,1.0,existing_returned,0,1,1,0,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,0,1,0,3.14,0.06097087378640777,0,0.4,0.003568242640499554,103,0.3950448317665089,2.0,646.84,6.28,0,1,0,0,1,0,1,0,0,0,0
16347,AW00016347,Rhodes,-33.8308,151.086,107037.0,1.0,3578.27,2023.375,914,914,1.0,279.25,1.0,existing_returned,0,1,1,0,1,Unknown,1,0,0,0,Unknown,-1.0,0,-1,0,0,1,3578.27,3.9149562363238513,0,0.4,0.003568242640499554,914,0.2466842335427363,1.0,3270538.78,3578.27,0,0,0,1,0,0,1,0,0,0,0
16348,AW00016348,Goulburn,-34.7545432,149.7178169,24565.0,1.0,3578.27,2023.375,924,924,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Small City,1,0,0,0,around_Wollongong,113.72238314738948,1,0,0,0,1,3578.27,3.87258658008658,0,0.4,0.003568242640499554,924,0.24602004610479536,1.0,3306321.48,3578.27,0,0,0,1,0,0,1,0,0,0,0
16349,AW00016349,Bendigo,-36.7593416,144.284004,103034.0,1.0,3578.27,2023.375,915,915,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Small City,1,0,0,0,around_Melbourne,131.90282078600399,1,0,0,0,1,3578.27,3.910677595628415,0,0.4,0.003568242640499554,915,0.2466173477921499,1.0,3274117.05,3578.27,0,0,0,1,0,0,1,0,0,0,0
16350,AW00016350,Sydney,-33.868719387,151.206957214,5450496.0,1.0,3578.27,2023.375,917,917,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Major City,1,0,0,0,Sydney,0.0,1,1,0,0,1,3578.27,3.9021483097055616,0,0.4,0.003568242640499554,917,0.24648388932881135,1.0,3281273.59,3578.27,0,0,0,1,0,0,1,0,0,0,0
16351,AW00016351,Rockhampton,-23.376579,150.5106196,63151.0,1.0,3578.27,2023.375,940,940,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Small City,1,0,0,0,around_Brisbane,520.3771958429287,1,0,0,0,1,3578.27,3.8066702127659573,0,0.4,0.003568242640499554,940,0.24497851876916138,1.0,3363573.8,3578.27,0,0,0,1,0,0,1,0,0,0,0
16352,AW00016352,Goulburn,-34.7545432,149.7178169,24565.0,1.0,3578.27,2023.375,927,927,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Small City,1,0,0,0,around_Wollongong,113.72238314738948,1,0,0,0,1,3578.27,3.8600539374325784,0,0.4,0.003568242640499554,927,0.24582279477357402,1.0,3317056.29,3578.27,0,0,0,1,0,0,1,0,0,0,0
16353,AW00016353,Bremerton,47.5764724,-122.6984045,224760.0,1.0,106.96,35.653333,49,49,3.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Major City,0,0,0,0,Bremerton,0.0,1,1,0,0,0,35.65333333333333,2.182857142857143,0,0.4,0.003568242640499554,49,0.42556322641533834,3.0,5241.04,106.96,1,0,0,0,0,1,0,0,0,0,1
16354,AW00016354,Marysville,48.0640695,-122.1523397,166250.0,1.0,574.98,287.49,141,141,2.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Seattle,53.12320368527381,1,0,0,1,0,287.49,4.077872340425532,0,0.4,0.003568242640499554,141,0.37747363484748586,2.0,81072.18000000001,574.98,0,1,0,0,0,1,0,0,0,0,1
16355,AW00016355,Chula Vista,32.635772,-117.067197,276375.0,1.0,89.97,29.99,130,130,3.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Major City,0,0,0,0,Chula Vista,0.0,1,1,0,1,0,29.99,0.692076923076923,0,0.4,0.003568242640499554,130,0.3822825940042711,3.0,11696.1,89.97,0,1,0,0,0,1,0,0,0,0,1
16356,AW00016356,Palo Alto,37.448804,-122.131685,67237.0,1.0,7.28,3.64,13,13,2.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_San Jose,24.782489031764328,1,0,1,0,0,3.64,0.56,0,0.4,0.003568242640499554,13,0.45075301247468963,2.0,94.64,7.28,0,0,0,0,1,0,0,0,0,0,1
16357,AW00016357,Lincoln Acres,32.6714924,-117.0938475,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,1,Unknown,0,0,0,1,Unknown,-1.0,0,-1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
16358,AW00016358,Victoria,48.414489876,-123.369013269,363222.0,2.5,83.96,16.792,65,142,5.0,38.5,1.5,existing_returned,1,1,1,1,0,Small City,0,0,0,0,around_Vancouver,96.23841259045756,1,0,0,0,0,16.791999999999998,0.5912676056338028,1,0.6,0.02531645569620253,142,0.5022460994995585,2.0,5457.4,125.94,1,0,0,0,0,1,0,0,0,0,0
16359,AW00016359,Woodburn,45.1442589,-122.8558075,27875.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,0,Small City,0,0,0,1,around_Salem,24.950687332527576,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
16360,AW00016360,Yakima,46.6126363,-120.4633714,136518.0,1.0,553.97,184.656666,149,149,3.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Kennewick,114.73793252721782,1,0,0,1,0,184.65666666666667,3.7179194630872483,0,0.4,0.003568242640499554,149,0.37410549224740286,3.0,82541.53,553.97,0,1,0,0,0,1,0,0,0,0,1
16361,AW00016361,Spring Valley,32.726534,-117.0007288,107037.0,1.0,2514.93,628.7325,139,139,4.0,279.25,1.0,existing_not_returned,0,0,1,0,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,0,1,0,628.7325,18.09302158273381,0,0.4,0.003568242640499554,139,0.3783323775540547,4.0,349575.26999999996,2514.93,0,1,0,0,0,0,0,0,0,0,1
16362,AW00016362,Oakland,37.8283304,-122.2324678,439418.0,1.0,2482.23,620.5575,101,101,4.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Major City,0,0,0,0,Oakland,0.0,1,1,0,1,0,620.5575,24.576534653465348,0,0.4,0.003568242640499554,101,0.39604901356468214,4.0,250705.23,2482.23,0,1,0,0,0,0,0,0,0,0,1
16363,AW00016363,Langley,49.087664199,-122.651876625,28963.0,1.0,2481.82,620.455,131,131,4.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Vancouver,38.18624277183316,1,0,0,1,0,620.455,18.945190839694657,0,0.4,0.003568242640499554,131,0.38183660182440804,4.0,325118.42000000004,2481.82,0,1,0,0,0,0,0,0,0,0,0
16364,AW00016364,Chula Vista,32.635772,-117.067197,276375.0,1.0,2482.23,620.5575,96,96,4.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Major City,0,0,0,0,Chula Vista,0.0,1,1,0,1,0,620.5575,25.8565625,0,0.4,0.003568242640499554,96,0.39859758775961196,4.0,238294.08000000002,2482.23,0,1,0,0,0,0,0,0,0,0,1
16365,AW00016365,Oak Bay,48.459076642,-123.332248166,17990.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,0,Small City,0,0,0,1,around_Vancouver,90.85377487339929,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
16366,AW00016366,Cliffside,43.712217,-79.244001,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,1,Unknown,0,0,0,1,Unknown,-1.0,0,-1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
16367,AW00016367,Beaverton,45.4884449,-122.8042628,97812.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,0,Small City,0,0,0,1,around_Portland,9.814942236411246,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
16368,AW00016368,Renton,47.4487206,-122.2003346,105317.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,0,Small City,0,0,0,1,around_Seattle,19.547475841828835,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
16369,AW00016369,Everett,47.9845088,-122.2032447,111845.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,0,Small City,0,0,0,1,around_Seattle,43.63571205053401,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
16370,AW00016370,Cliffside,43.712217,-79.244001,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,1,Unknown,0,0,0,1,Unknown,-1.0,0,-1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
16371,AW00016371,Concord,37.980118,-122.014399,531305.0,1.0,54.98,27.49,43,43,2.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Major City,0,0,0,0,Concord,0.0,1,1,0,0,0,27.49,1.2786046511627907,0,0.4,0.003568242640499554,43,0.4294528257333264,2.0,2364.14,54.98,1,0,0,0,1,0,0,0,0,0,1
