CustomerID,AccountNumber,city,country,latitude,longitude,population,total_orders,total_spent,avg_order_value,days_since_last_purchase,days_since_first_purchase,unique_products,avg_days_between_orders,orders_per_month,customer_cohort,will_buy_soon,will_buy_again_6m,has_purchase_history,has_repeat_order_history,city_class,favorite_category_Bikes,favorite_category_Clothing,favorite_category_Components,favorite_category_Unknown
15828,AW00015828,Findon,Australia,-34.9047624,138.5324053,107037.0,1.0,49.96,12.49,271,271,4.0,279.25,1.0,existing_returned,0,1,1,0,Unknown,0,0,0,0
15829,AW00015829,Melbourne,Australia,-37.8153434,144.9632276,5350705.0,2.0,187.98,62.66,231,270,3.0,39.0,2.0,existing_not_returned,0,0,1,1,Major City,0,0,0,0
15830,AW00015830,Matraville,Australia,-33.9628,151.231,107037.0,2.0,2680.3796,536.07592,305,404,5.0,99.0,0.666666666666,existing_not_returned,0,0,1,1,Unknown,0,0,0,0
15831,AW00015831,North Sydney,Australia,-33.819151521,151.222082718,107037.0,2.0,2646.3582,529.27164,329,419,5.0,90.0,0.666666666666,existing_not_returned,0,0,1,1,Unknown,0,0,0,0
15832,AW00015832,Cloverdale,Australia,-31.9564,115.938,107037.0,2.0,2611.4096,1305.7048,297,400,2.0,103.0,0.5,existing_not_returned,0,0,1,1,Unknown,1,0,0,0
15833,AW00015833,South Melbourne,Australia,-37.8323792,144.9604333,107037.0,2.0,2611.4096,1305.7048,270,414,2.0,144.0,0.4,existing_not_returned,0,0,1,1,Unknown,1,0,0,0
15834,AW00015834,Walla Walla,United States,46.0625736,-118.3377489,33925.0,2.0,1322.98,661.49,326,471,2.0,145.0,0.4,existing_not_returned,0,0,1,1,Small City,1,0,0,0
15835,AW00015835,Downey,United States,33.941039,-118.127454,110939.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Small City,0,0,0,1
15836,AW00015836,National City,United States,32.6714924,-117.0938475,58893.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Small City,0,0,0,1
15837,AW00015837,Bremerton,United States,47.5764724,-122.6984045,224760.0,1.0,39.98,19.99,197,197,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Major City,0,0,0,0
15838,AW00015838,Fremont,United States,37.5593463,-122.0015696,107037.0,1.0,56.97,28.485,274,274,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Unknown,0,0,0,0
15839,AW00015839,Santa Monica,United States,34.017749,-118.493526,91169.0,1.0,24.27,12.135,267,267,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15840,AW00015840,W. Linn,United States,45.3647601,-122.6483271,107037.0,1.0,782.99,782.99,481,481,1.0,279.25,1.0,existing_returned,1,1,1,0,Unknown,1,0,0,0
15841,AW00015841,Los Angeles,United States,34.058027,-118.2408019,11984083.0,1.0,782.99,782.99,473,473,1.0,279.25,1.0,existing_returned,1,1,1,0,Major City,1,0,0,0
15842,AW00015842,Spokane,United States,47.657214,-117.38497,462286.0,1.0,782.99,782.99,471,471,1.0,279.25,1.0,existing_returned,1,1,1,0,Major City,1,0,0,0
15843,AW00015843,Yakima,United States,46.6126363,-120.4633714,136518.0,1.0,782.99,782.99,467,467,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15844,AW00015844,Grossmont,United States,32.775319127458,-116.997363424368,107037.0,1.0,782.99,782.99,464,464,1.0,279.25,1.0,existing_returned,1,1,1,0,Unknown,1,0,0,0
15845,AW00015845,Milwaukie,United States,45.443963,-122.615536,21392.0,1.0,782.99,782.99,463,463,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15846,AW00015846,Metchosin,Canada,48.382005,-123.53785,107037.0,1.0,2496.27,499.254,201,201,5.0,279.25,1.0,existing_returned,0,1,1,0,Unknown,0,0,0,0
15847,AW00015847,Westminster,Canada,49.206894239973,-122.906683368099,107037.0,1.0,119.98,59.99,259,259,2.0,279.25,1.0,existing_returned,1,1,1,0,Unknown,0,1,0,0
15848,AW00015848,Portland,United States,45.5214584,-122.687459,2115140.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Major City,0,0,0,1
15849,AW00015849,Spokane,United States,47.657214,-117.38497,462286.0,1.0,7.28,3.64,229,229,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Major City,0,0,0,0
15850,AW00015850,Victoria,Canada,48.414489876,-123.369013269,363222.0,1.0,2374.98,1187.49,207,207,2.0,279.25,1.0,existing_returned,0,1,1,0,Small City,0,0,0,0
15851,AW00015851,Everett,United States,47.9845088,-122.2032447,111845.0,1.0,782.99,782.99,487,487,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15852,AW00015852,Santa Cruz,United States,36.974825,-121.99185,107037.0,1.0,782.99,782.99,467,467,1.0,279.25,1.0,existing_returned,1,1,1,0,Unknown,1,0,0,0
15853,AW00015853,Mill Valley,United States,37.8953617,-122.5309866,14012.0,1.0,59.98,29.99,215,215,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15854,AW00015854,Downey,United States,33.941039,-118.127454,110939.0,1.0,41.95,10.4875,229,229,4.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15855,AW00015855,Santa Cruz,United States,36.974825,-121.99185,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Unknown,0,0,0,1
15856,AW00015856,Langford,Canada,48.449716,-123.504496,107037.0,2.0,116.25,23.25,287,365,5.0,78.0,0.666666666666,existing_returned,0,1,1,1,Unknown,0,0,0,0
15857,AW00015857,Chula Vista,United States,32.635772,-117.067197,276375.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Major City,0,0,0,1
15858,AW00015858,Concord,United States,37.980118,-122.014399,531305.0,1.0,7.28,3.64,190,190,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Major City,0,0,0,0
15859,AW00015859,Victoria,Canada,48.414489876,-123.369013269,363222.0,2.0,39.25,9.8125,196,281,4.0,85.0,0.666666666666,existing_returned,1,1,1,1,Small City,0,0,0,0
15860,AW00015860,Bellingham,United States,48.740767,-122.48838,135591.0,2.0,1322.98,661.49,317,484,2.0,167.0,0.4,existing_not_returned,0,0,1,1,Small City,1,0,0,0
15861,AW00015861,Berkeley,United States,37.8682724,-122.2625377,120257.0,1.0,7.28,3.64,361,361,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15862,AW00015862,Burbank,United States,34.1778858,-118.3075825,104546.0,2.0,1379.95,344.9875,330,470,4.0,140.0,0.4,existing_not_returned,0,0,1,1,Small City,0,0,0,0
15863,AW00015863,Metchosin,Canada,48.382005,-123.53785,107037.0,2.5,243.01,27.001111,198,297,7.5,49.5,1.0,existing_not_returned,0,0,1,1,Unknown,0,0,0,0
15864,AW00015864,Vancouver,Canada,49.262256291351,-123.104228145957,2426160.0,2.0,31.97,15.985,202,265,2.0,63.0,1.0,existing_returned,1,1,1,1,Major City,0,0,0,0
15865,AW00015865,Palo Alto,United States,37.448804,-122.131685,67237.0,2.0,1416.95,283.39,289,463,5.0,174.0,0.333333333333,existing_not_returned,0,0,1,1,Small City,0,0,0,0
15866,AW00015866,N. Vancouver,Canada,49.307666592909,-123.074711357744,107037.0,1.0,38.88,12.96,320,320,3.0,279.25,1.0,existing_returned,1,1,1,0,Unknown,0,0,0,0
15867,AW00015867,Puyallup,United States,47.1990211,-122.3119354,42746.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Small City,0,0,0,1
15868,AW00015868,Sooke,Canada,48.376155,-123.737893,15086.0,1.0,74.46,18.615,254,254,4.0,279.25,1.0,existing_returned,0,1,1,0,Small City,0,0,0,0
15869,AW00015869,Port Orchard,United States,47.5236145,-122.6064912,17149.0,1.0,13.98,6.99,329,329,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15870,AW00015870,Corvallis,United States,44.591248,-123.272118,69209.0,1.0,7.28,3.64,255,255,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15871,AW00015871,Puyallup,United States,47.1990211,-122.3119354,42746.0,1.0,39.98,19.99,305,305,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15872,AW00015872,Victoria,Canada,48.414489876,-123.369013269,363222.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Small City,0,0,0,1
15873,AW00015873,Grossmont,United States,32.775319127458,-116.997363424368,107037.0,1.0,782.99,782.99,461,461,1.0,279.25,1.0,existing_returned,1,1,1,0,Unknown,1,0,0,0
15874,AW00015874,Sooke,Canada,48.376155,-123.737893,15086.0,1.0,69.99,69.99,335,335,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,0,1,0,0
15875,AW00015875,Santa Monica,United States,34.017749,-118.493526,91169.0,1.0,15.23,5.076666,295,295,3.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15876,AW00015876,Metchosin,Canada,48.382005,-123.53785,107037.0,1.0,2350.96,783.653333,202,202,3.0,279.25,1.0,existing_returned,0,1,1,0,Unknown,0,0,0,0
15877,AW00015877,Berkeley,United States,37.8682724,-122.2625377,120257.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Small City,0,0,0,1
15878,AW00015878,Oak Bay,Canada,48.459076642,-123.332248166,17990.0,1.0,69.97,23.323333,323,323,3.0,279.25,1.0,existing_returned,1,1,1,0,Small City,0,0,0,0
15879,AW00015879,Sooke,Canada,48.376155,-123.737893,15086.0,2.0,126.96,42.32,236,297,3.0,61.0,1.0,existing_returned,1,1,1,1,Small City,0,0,0,0
15880,AW00015880,Spokane,United States,47.657214,-117.38497,462286.0,1.0,132.94,44.313333,318,318,3.0,279.25,1.0,existing_not_returned,0,0,1,0,Major City,0,0,0,0
15881,AW00015881,Newton,Canada,53.910505657043,-122.76960555593,107037.0,1.0,564.99,564.99,326,326,1.0,279.25,1.0,existing_not_returned,0,0,1,0,Unknown,1,0,0,0
15882,AW00015882,Beaverton,United States,45.4884449,-122.8042628,97812.0,2.0,1372.46,343.115,288,487,4.0,199.0,0.285714285714,existing_not_returned,0,0,1,1,Small City,1,0,0,0
15883,AW00015883,Coronado,United States,32.684631,-117.170566,19015.0,1.0,89.95,22.4875,299,299,4.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15884,AW00015884,Daly City,United States,37.6807158,-122.4788821,101964.0,1.0,39.98,19.99,266,266,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15885,AW00015885,Sedro Woolley,United States,48.5325505,-122.2065022,107037.0,2.0,1397.95,279.59,276,455,5.0,179.0,0.333333333333,existing_not_returned,0,0,1,1,Unknown,0,0,0,0
15886,AW00015886,Lemon Grove,United States,32.736676,-117.034352,27686.0,2.0,1422.46,355.615,292,430,4.0,138.0,0.4,existing_not_returned,0,0,1,1,Small City,1,0,0,0
15887,AW00015887,Bremerton,United States,47.5764724,-122.6984045,224760.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Major City,0,0,0,1
15888,AW00015888,Marysville,United States,48.0640695,-122.1523397,166250.0,1.0,782.99,782.99,427,427,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15889,AW00015889,Haney,Canada,49.204662221,-122.456912953,107037.0,1.0,2414.99,1207.495,193,193,2.0,279.25,1.0,existing_returned,0,1,1,0,Unknown,0,0,0,0
15890,AW00015890,Downey,United States,33.941039,-118.127454,110939.0,2.0,1375.26,343.815,250,434,4.0,184.0,0.333333333333,existing_not_returned,0,0,1,1,Small City,0,0,0,0
15891,AW00015891,La Jolla,United States,33.860777179917,-117.864119169879,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Unknown,0,0,0,1
15892,AW00015892,Ballard,United States,47.6702397,-122.3788863,107037.0,2.0,1401.46,280.292,215,457,5.0,242.0,0.25,existing_not_returned,0,0,1,1,Unknown,0,0,0,0
15893,AW00015893,Bellingham,United States,48.740767,-122.48838,135591.0,2.0,1428.94,285.788,219,444,5.0,225.0,0.285714285714,existing_not_returned,0,0,1,1,Small City,1,0,0,0
15894,AW00015894,Bellingham,United States,48.740767,-122.48838,135591.0,1.0,89.97,29.99,298,298,3.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15895,AW00015895,El Cajon,United States,32.7931271,-116.9661548,104449.0,1.0,61.96,20.653333,218,218,3.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15896,AW00015896,Palo Alto,United States,37.448804,-122.131685,67237.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Small City,0,0,0,1
15897,AW00015897,Woodland Hills,United States,34.164555,-118.598958,107037.0,1.0,782.99,782.99,450,450,1.0,279.25,1.0,existing_returned,1,1,1,0,Unknown,1,0,0,0
15898,AW00015898,Yakima,United States,46.6126363,-120.4633714,136518.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Small City,0,0,0,1
15899,AW00015899,Santa Monica,United States,34.017749,-118.493526,91169.0,1.0,782.99,782.99,434,434,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15900,AW00015900,Haney,Canada,49.204662221,-122.456912953,107037.0,1.0,699.97,174.9925,326,326,4.0,279.25,1.0,existing_not_returned,0,0,1,0,Unknown,0,0,0,0
15901,AW00015901,Everett,United States,47.9845088,-122.2032447,111845.0,2.0,1376.97,458.99,240,452,3.0,212.0,0.285714285714,existing_not_returned,0,0,1,1,Small City,1,0,0,0
15902,AW00015902,Port Orchard,United States,47.5236145,-122.6064912,17149.0,2.0,1397.95,279.59,237,452,5.0,215.0,0.285714285714,existing_not_returned,0,0,1,1,Small City,0,0,0,0
15903,AW00015903,Berkeley,United States,37.8682724,-122.2625377,120257.0,2.0,1372.95,274.59,237,427,5.0,190.0,0.285714285714,existing_not_returned,0,0,1,1,Small City,0,0,0,0
15904,AW00015904,Chula Vista,United States,32.635772,-117.067197,276375.0,2.0,1394.95,348.7375,242,439,4.0,197.0,0.333333333333,existing_not_returned,0,0,1,1,Major City,1,0,0,0
15905,AW00015905,Langley,Canada,49.087664199,-122.651876625,28963.0,1.0,2500.97,833.656666,200,200,3.0,279.25,1.0,existing_returned,0,1,1,0,Small City,0,0,0,0
15906,AW00015906,Sooke,Canada,48.376155,-123.737893,15086.0,1.0,2341.97,1170.985,201,201,2.0,279.25,1.0,existing_returned,0,1,1,0,Small City,0,0,0,0
15907,AW00015907,Yakima,United States,46.6126363,-120.4633714,136518.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Small City,0,0,0,1
15908,AW00015908,Imperial Beach,United States,32.5773264,-117.117999,25764.0,2.0,1413.93,235.655,200,428,6.0,228.0,0.25,existing_not_returned,0,0,1,1,Small City,0,0,0,0
15909,AW00015909,Lakewood,United States,39.710997,-105.088872,156583.0,2.0,1380.25,276.05,193,433,5.0,240.0,0.25,existing_not_returned,0,0,1,1,Small City,0,0,0,0
15910,AW00015910,San Carlos,United States,37.5027642,-122.2619949,29614.0,1.0,39.98,19.99,312,312,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15911,AW00015911,Bremerton,United States,47.5764724,-122.6984045,224760.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Major City,0,0,0,1
15912,AW00015912,Santa Monica,United States,34.017749,-118.493526,91169.0,1.0,93.97,31.323333,236,236,3.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15913,AW00015913,Newton,Canada,53.910505657043,-122.76960555593,107037.0,1.0,712.27,178.0675,307,307,4.0,279.25,1.0,existing_not_returned,0,0,1,0,Unknown,0,0,0,0
15914,AW00015914,Puyallup,United States,47.1990211,-122.3119354,42746.0,1.0,782.99,782.99,438,438,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15915,AW00015915,La Jolla,United States,33.860777179917,-117.864119169879,107037.0,1.0,782.99,782.99,457,457,1.0,279.25,1.0,existing_returned,1,1,1,0,Unknown,1,0,0,0
15916,AW00015916,Royal Oak,Canada,48.497869832681,-123.381917472761,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Unknown,0,0,0,1
15917,AW00015917,Cliffside,Canada,43.712217,-79.244001,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Unknown,0,0,0,1
15918,AW00015918,Burien,United States,47.486649,-122.297205,51513.0,1.0,782.99,782.99,452,452,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15919,AW00015919,Kirkby,United Kingdom,53.482206195,-2.891878112,45564.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Small City,0,0,0,1
15920,AW00015920,Chatou,France,48.8898919,2.1564805,30598.0,2.5,5302.318749999999,1249.5045,192,489,4.0,148.5,0.3,existing_not_returned,0,0,1,1,Small City,1,0,0,0
15921,AW00015921,Chatou,France,48.8898919,2.1564805,30598.0,2.0,4813.31,962.662,195,513,5.0,318.0,0.2,existing_returned,1,1,1,1,Small City,0,0,0,0
15922,AW00015922,High Wycombe,United Kingdom,51.604569410721,-0.696584517461,120256.0,1.0,15.23,5.076666,346,346,3.0,279.25,1.0,existing_returned,1,1,1,0,Small City,0,0,0,0
15923,AW00015923,Lieusaint,France,48.6309412,2.5535752,14017.0,2.0,4802.81,960.562,209,515,5.0,306.0,0.181818181818,existing_returned,0,1,1,1,Small City,0,0,0,0
15924,AW00015924,Orleans,France,47.9014617,1.903715,107037.0,2.0,3352.0425,1117.3475,235,501,3.0,266.0,0.222222222222,existing_returned,1,1,1,1,Unknown,1,0,0,0
15925,AW00015925,Versailles,France,48.8022311,2.129554,84095.0,2.0,3563.84,1781.92,242,501,2.0,259.0,0.25,existing_returned,1,1,1,1,Small City,1,0,0,0
15926,AW00015926,Berlin,Germany,52.435047,13.19789,4679500.0,2.5,5302.318749999999,775.395833,203,698,7.5,247.5,0.1875,existing_not_returned,0,0,1,1,Major City,0,0,0,0
15927,AW00015927,Berlin,Germany,52.435047,13.19789,4679500.0,2.5,5302.318749999999,1155.48375,210,692,6.0,241.0,0.1875,existing_not_returned,0,0,1,1,Major City,0,0,0,0
15928,AW00015928,Neunkirchen,Germany,49.3713264,7.1283911,47097.0,2.5,5302.318749999999,994.2975,189,677,7.0,244.0,0.1875,existing_not_returned,0,0,1,1,Small City,0,0,0,0
15929,AW00015929,Maidenhead,United Kingdom,51.536570885934,-0.735164909035,63580.0,1.0,2181.5625,2023.375,749,749,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15930,AW00015930,Paris,France,48.8319164,2.3558551,11060000.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Major City,0,0,0,1
15931,AW00015931,Verrieres Le Buisson,France,48.7462569,2.2667764,107037.0,2.0,3018.33,1006.11,312,489,3.0,177.0,0.333333333333,existing_returned,1,1,1,1,Unknown,1,0,0,0
15932,AW00015932,Sulzbach Taunus,Germany,50.133589999,8.528319,107037.0,2.0,4836.41,1612.136666,256,693,3.0,437.0,0.142857142857,existing_returned,1,1,1,1,Unknown,1,0,0,0
15933,AW00015933,Milton Keynes,United Kingdom,52.042314597425,-0.795841087026,264349.0,1.0,2181.5625,2023.375,736,736,1.0,279.25,1.0,existing_returned,1,1,1,0,Major City,1,0,0,0
15934,AW00015934,Bellingham,United States,48.740767,-122.48838,135591.0,1.0,782.99,782.99,434,434,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15935,AW00015935,Beaverton,United States,45.4884449,-122.8042628,97812.0,1.0,7.28,3.64,285,285,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15936,AW00015936,Woodburn,United States,45.1442589,-122.8558075,27875.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Small City,0,0,0,1
15937,AW00015937,Bellingham,United States,48.740767,-122.48838,135591.0,1.0,782.99,782.99,456,456,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15938,AW00015938,Redmond,United States,47.6725103,-122.1203575,77353.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Small City,0,0,0,1
15939,AW00015939,Tacoma,United States,47.264455,-122.458462,222758.0,1.0,39.98,19.99,210,210,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Major City,0,0,0,0
15940,AW00015940,Woodburn,United States,45.1442589,-122.8558075,27875.0,1.0,7.28,3.64,335,335,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15941,AW00015941,Fremont,United States,37.5593463,-122.0015696,107037.0,1.0,782.99,782.99,430,430,1.0,279.25,1.0,existing_returned,1,1,1,0,Unknown,1,0,0,0
15942,AW00015942,Sooke,Canada,48.376155,-123.737893,15086.0,2.0,99.92,33.306666,190,204,3.0,14.0,2.0,existing_returned,1,1,1,1,Small City,0,0,0,0
15943,AW00015943,Victoria,Canada,48.414489876,-123.369013269,363222.0,2.0,236.44,39.406666,246,314,6.0,68.0,1.0,existing_returned,1,1,1,1,Small City,0,0,0,0
15944,AW00015944,Bremerton,United States,47.5764724,-122.6984045,224760.0,1.0,782.99,782.99,449,449,1.0,279.25,1.0,existing_returned,1,1,1,0,Major City,1,0,0,0
15945,AW00015945,Puyallup,United States,47.1990211,-122.3119354,42746.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Small City,0,0,0,1
15946,AW00015946,Bellflower,United States,33.8840817,-118.1274477,76819.0,1.0,103.48,34.493333,281,281,3.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15947,AW00015947,Chula Vista,United States,32.635772,-117.067197,276375.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Major City,0,0,0,1
15948,AW00015948,Lemon Grove,United States,32.736676,-117.034352,27686.0,1.0,782.99,782.99,455,455,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15949,AW00015949,Mill Valley,United States,37.8953617,-122.5309866,14012.0,1.0,782.99,782.99,401,401,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15950,AW00015950,Lebanon,United States,44.5237185,-122.8948681,19344.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Small City,0,0,0,1
15951,AW00015951,Seattle,United States,47.6013573,-122.3294854,3642006.0,1.0,39.98,19.99,282,282,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Major City,0,0,0,0
15952,AW00015952,Sedro Woolley,United States,48.5325505,-122.2065022,107037.0,1.0,782.99,782.99,408,408,1.0,279.25,1.0,existing_returned,1,1,1,0,Unknown,1,0,0,0
15953,AW00015953,Bellflower,United States,33.8840817,-118.1274477,76819.0,1.0,782.99,782.99,419,419,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15954,AW00015954,Bellflower,United States,33.8840817,-118.1274477,76819.0,1.0,782.99,782.99,408,408,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15955,AW00015955,Burlingame,United States,37.582058,-122.362413,30525.0,1.0,39.98,19.99,233,233,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15956,AW00015956,Oakland,United States,37.8283304,-122.2324678,439418.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Major City,0,0,0,1
15957,AW00015957,Redwood City,United States,37.4823034,-122.216756,82447.0,1.0,163.99,81.995,190,190,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15958,AW00015958,Burien,United States,47.486649,-122.297205,51513.0,1.0,68.49,34.245,250,250,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15959,AW00015959,Redmond,United States,47.6725103,-122.1203575,77353.0,1.0,782.99,782.99,397,397,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15960,AW00015960,Daly City,United States,37.6807158,-122.4788821,101964.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Small City,0,0,0,1
15961,AW00015961,Santa Cruz,United States,36.974825,-121.99185,107037.0,1.0,782.99,782.99,420,420,1.0,279.25,1.0,existing_returned,1,1,1,0,Unknown,1,0,0,0
15962,AW00015962,Portland,United States,45.5214584,-122.687459,2115140.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Major City,0,0,0,1
15963,AW00015963,Puyallup,United States,47.1990211,-122.3119354,42746.0,1.0,89.97,29.99,300,300,3.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15964,AW00015964,La Jolla,United States,33.860777179917,-117.864119169879,107037.0,1.0,782.99,782.99,417,417,1.0,279.25,1.0,existing_returned,1,1,1,0,Unknown,1,0,0,0
15965,AW00015965,San Gabriel,United States,34.0884861,-118.0956917,38392.0,1.0,782.99,782.99,408,408,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15966,AW00015966,Salem,United States,44.9479025,-123.0095131,268719.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Major City,0,0,0,1
15967,AW00015967,Burien,United States,47.486649,-122.297205,51513.0,1.0,4.99,4.99,258,258,1.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15968,AW00015968,Woodland Hills,United States,34.164555,-118.598958,107037.0,1.0,782.99,782.99,408,408,1.0,279.25,1.0,existing_returned,1,1,1,0,Unknown,1,0,0,0
15969,AW00015969,Milwaukie,United States,45.443963,-122.615536,21392.0,1.0,782.99,782.99,424,424,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15970,AW00015970,Beverly Hills,United States,34.0813875,-118.3992737,31624.0,1.0,39.98,19.99,245,245,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15971,AW00015971,Kirkland,United States,47.676241,-122.1925969,92621.0,1.0,39.98,19.99,223,223,2.0,279.25,1.0,existing_not_returned,0,0,1,0,Small City,0,0,0,0
15972,AW00015972,Burbank,United States,34.1778858,-118.3075825,104546.0,1.0,782.99,782.99,424,424,1.0,279.25,1.0,existing_returned,1,1,1,0,Small City,1,0,0,0
15973,AW00015973,Sedro Woolley,United States,48.5325505,-122.2065022,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Unknown,0,0,0,1
15974,AW00015974,Langley,Canada,49.087664199,-122.651876625,28963.0,2.0,138.42,23.07,197,341,5.0,144.0,0.4,existing_returned,0,1,1,1,Small City,0,0,0,0
15975,AW00015975,Bellingham,United States,48.740767,-122.48838,135591.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,Small City,0,0,0,1
15976,AW00015976,Bremerton,United States,47.5764724,-122.6984045,224760.0,1.0,782.99,782.99,415,415,1.0,279.25,1.0,existing_returned,1,1,1,0,Major City,1,0,0,0
15977,AW00015977,Burien,United States,47.486649,-122.297205,51513.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Small City,0,0,0,1
15978,AW00015978,Edmonds,United States,47.800042,-122.3757836,42735.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,Small City,0,0,0,1
