CustomerID,AccountNumber,total_orders,total_spent,avg_order_value,days_since_last_purchase,days_since_first_purchase,unique_products,favorite_category,avg_days_between_orders,orders_per_month,will_buy_again
27546,AW00027546,1,2049.0982,2049.0982,403.0,403.0,1,Bikes,9999.0,1.0,0
26335,AW00026335,1,89.46,22.365,291.0,291.0,4,Accessories,9999.0,1.0,0
19388,AW00019388,1,45.22,11.305,286.0,286.0,4,Accessories,9999.0,1.0,0
29773,AW00029773,4,85177.0812,1166.809331,822.0,1095.0,32,Bikes,91.0,0.444444444444,0
27354,AW00027354,2,1322.98,661.49,219.0,444.0,2,Bikes,225.0,0.285714285714,0
24108,AW00024108,1,3.99,3.99,277.0,277.0,1,Accessories,9999.0,1.0,0
26527,AW00026527,1,29.26,9.753333,184.0,184.0,3,Accessories,9999.0,1.0,0
12770,AW00012770,2,5943.5,1188.7,164.0,772.0,5,Accessories,608.0,0.1,1
25127,AW00025127,2,2174.9175,724.9725,211.0,447.0,3,Bikes,236.0,0.285714285714,0
19717,AW00019717,1,1137.43,379.143333,319.0,319.0,3,Accessories,9999.0,1.0,0
18180,AW00018180,1,12.94,6.47,263.0,263.0,2,Accessories,9999.0,1.0,0
16471,AW00016471,1,53.47,17.823333,56.0,56.0,3,Accessories,9999.0,1.0,1
16663,AW00016663,2,4471.74,1117.935,350.0,1074.0,4,Clothing,724.0,0.083333333333,0
16491,AW00016491,2,3106.33,776.5825,165.0,364.0,4,Bikes,199.0,0.285714285714,1
23155,AW00023155,1,608.96,152.24,232.0,232.0,4,Accessories,9999.0,1.0,0
25319,AW00025319,1,2420.34,605.085,68.0,68.0,4,Accessories,9999.0,1.0,1
13935,AW00013935,1,56.97,28.485,332.0,332.0,2,Accessories,9999.0,1.0,0
11771,AW00011771,2,94.48,31.493333,188.0,303.0,3,Accessories,115.0,0.5,0
29083,AW00029083,1,3.99,3.99,124.0,124.0,1,Accessories,9999.0,1.0,1
24798,AW00024798,1,2407.04,601.76,110.0,110.0,4,Accessories,9999.0,1.0,1
22634,AW00022634,1,1775.47,591.823333,36.0,36.0,3,Clothing,9999.0,1.0,1
27875,AW00027875,1,1268.84,634.42,323.0,323.0,2,Clothing,9999.0,1.0,0
22465,AW00022465,1,2492.32,623.08,282.0,282.0,4,Accessories,9999.0,1.0,0
19219,AW00019219,1,78.98,39.49,281.0,281.0,2,Clothing,9999.0,1.0,0
24629,AW00024629,1,100.09,33.363333,271.0,271.0,3,Accessories,9999.0,1.0,0
21383,AW00021383,1,69.99,69.99,89.0,89.0,1,Clothing,9999.0,1.0,1
18243,AW00018243,2,6058.21,1514.5525,386.0,998.0,4,Accessories,612.0,0.1,0
22571,AW00022571,2,2835.0225,567.0045,237.0,631.0,5,Clothing,394.0,0.153846153846,0
13915,AW00013915,2,3045.5325,761.383125,332.0,437.0,4,Clothing,105.0,0.5,0
26401,AW00026401,1,38.98,19.49,350.0,350.0,2,Accessories,9999.0,1.0,0
22073,AW00022073,1,74.46,18.615,250.0,250.0,4,Accessories,9999.0,1.0,0
17745,AW00017745,1,32.27,10.756666,232.0,232.0,3,Accessories,9999.0,1.0,0
29710,AW00029710,4,243014.5498,4500.26944,791.0,1064.0,15,Bikes,91.0,0.444444444444,0
21552,AW00021552,2,4624.9125,2312.45625,130.0,718.0,2,Bikes,588.0,0.105263157894,1
25382,AW00025382,1,1283.82,320.955,304.0,304.0,4,Accessories,9999.0,1.0,0
25880,AW00025880,1,32.27,10.756666,127.0,127.0,3,Accessories,9999.0,1.0,1
21054,AW00021054,1,625.47,208.49,46.0,46.0,3,Clothing,9999.0,1.0,1
29518,AW00029518,5,12343.8207,1371.535633,60.0,1064.0,8,Components,251.0,0.151515151515,1
21944,AW00021944,2,4713.8925,1178.473125,112.0,684.0,4,Bikes,572.0,0.105263157894,1
20862,AW00020862,2,3240.32,810.08,191.0,622.0,4,Accessories,431.0,0.142857142857,0
26272,AW00026272,1,60.47,20.156666,356.0,356.0,3,Accessories,9999.0,1.0,0
25190,AW00025190,1,36.59,18.295,137.0,137.0,2,Accessories,9999.0,1.0,1
18635,AW00018635,1,162.99,81.495,348.0,348.0,2,Accessories,9999.0,1.0,0
22963,AW00022963,1,58.98,29.49,311.0,311.0,2,Accessories,9999.0,1.0,0
26209,AW00026209,1,2384.07,2384.07,141.0,141.0,1,Bikes,9999.0,1.0,1
21881,AW00021881,1,128.97,32.2425,132.0,132.0,4,Accessories,9999.0,1.0,1
17553,AW00017553,1,2342.92,585.73,67.0,67.0,4,Accessories,9999.0,1.0,1
19325,AW00019325,3,4245.2182,849.04364,75.0,1077.0,5,Bikes,501.0,0.090909090909,1
14997,AW00014997,2,4143.25,1381.083333,182.0,784.0,3,Bikes,602.0,0.105263157894,0
23653,AW00023653,2,3975.0325,795.0065,163.0,514.0,5,Bikes,351.0,0.181818181818,1
17161,AW00017161,1,59.98,29.99,307.0,307.0,2,Accessories,9999.0,1.0,0
21489,AW00021489,1,7.28,3.64,142.0,142.0,2,Accessories,9999.0,1.0,1
28628,AW00028628,1,3578.27,3578.27,996.0,996.0,1,Bikes,9999.0,1.0,0
24300,AW00024300,2,4144.34,2072.17,95.0,434.0,2,Bikes,339.0,0.181818181818,1
22136,AW00022136,1,553.97,184.656666,267.0,267.0,3,Accessories,9999.0,1.0,0
26464,AW00026464,1,59.98,29.99,92.0,92.0,2,Accessories,9999.0,1.0,1
30102,AW00030102,4,6278.4211,697.602344,60.0,608.0,8,Bikes,182.6666666666666,0.222222222222,1
26856,AW00026856,1,810.32,202.58,259.0,259.0,4,Accessories,9999.0,1.0,0
29020,AW00029020,1,13.98,6.99,215.0,215.0,2,Accessories,9999.0,1.0,0
27938,AW00027938,1,38.98,19.49,200.0,200.0,2,Accessories,9999.0,1.0,0
22528,AW00022528,1,39.98,19.99,173.0,173.0,2,Accessories,9999.0,1.0,1
25774,AW00025774,1,2537.32,634.33,146.0,146.0,4,Clothing,9999.0,1.0,1
24692,AW00024692,1,38.98,19.49,39.0,39.0,2,Accessories,9999.0,1.0,1
23610,AW00023610,1,38.98,19.49,7.0,7.0,2,Accessories,9999.0,1.0,1
11018,AW00011018,3,6533.28,933.325714,96.0,1107.0,7,Accessories,505.5,0.090909090909,1
12100,AW00012100,2,129.47,32.3675,133.0,168.0,4,Accessories,35.0,2.0,1
29644,AW00029644,7,7183.5787,598.631558,60.0,699.0,12,Components,106.5,0.333333333333,1
12664,AW00012664,2,77.96,19.49,111.0,261.0,4,Accessories,150.0,0.4,1
27652,AW00027652,1,75.47,25.156666,176.0,176.0,3,Accessories,9999.0,1.0,1
15581,AW00015581,2,113.94,18.99,155.0,172.0,6,Accessories,17.0,2.0,1
13351,AW00013351,2,4476.5525,2238.27625,265.0,709.0,2,Bikes,444.0,0.133333333333,0
16222,AW00016222,1,561.48,280.74,348.0,348.0,2,Accessories,9999.0,1.0,0
24048,AW00024048,1,1174.48,587.24,192.0,192.0,2,Clothing,9999.0,1.0,0
21177,AW00021177,1,39.99,19.995,175.0,175.0,2,Accessories,9999.0,1.0,1
29003,AW00029003,1,4.99,4.99,142.0,142.0,1,Accessories,9999.0,1.0,1
14702,AW00014702,3,6729.57,961.367142,114.0,997.0,7,Bikes,441.5,0.103448275862,1
12710,AW00012710,2,4774.04,1193.51,186.0,317.0,3,Accessories,131.0,0.5,0
19780,AW00019780,1,614.96,153.74,153.0,153.0,4,Accessories,9999.0,1.0,1
14184,AW00014184,2,105.24,17.54,183.0,299.0,6,Accessories,116.0,0.666666666666,0
19139,AW00019139,1,69.99,69.99,252.0,252.0,1,Clothing,9999.0,1.0,0
21131,AW00021131,1,39.98,19.99,216.0,216.0,2,Accessories,9999.0,1.0,0
26086,AW00026086,1,149.98,49.993333,99.0,99.0,3,Accessories,9999.0,1.0,1
16740,AW00016740,2,6099.1,1219.82,348.0,1093.0,5,Bikes,745.0,0.083333333333,0
25568,AW00025568,2,1253.0682,313.26705,104.0,955.0,4,Accessories,851.0,0.071428571428,1
17742,AW00017742,2,4198.33,1399.443333,303.0,507.0,3,Bikes,204.0,0.333333333333,0
27483,AW00027483,2,1382.46,345.615,44.0,422.0,4,Bikes,378.0,0.166666666666,1
19657,AW00019657,1,756.26,151.252,220.0,220.0,5,Accessories,9999.0,1.0,0
14748,AW00014748,1,124.99,62.495,181.0,181.0,2,Accessories,9999.0,1.0,0
29126,AW00029126,1,3578.27,3578.27,972.0,972.0,1,Bikes,9999.0,1.0,0
19093,AW00019093,2,6035.6,1508.9,303.0,931.0,4,Accessories,628.0,0.1,0
26132,AW00026132,1,39.98,19.99,362.0,362.0,2,Accessories,9999.0,1.0,0
17101,AW00017101,2,163.94,27.323333,118.0,315.0,5,Accessories,197.0,0.285714285714,1
18306,AW00018306,2,87.77,29.256666,189.0,227.0,3,Accessories,38.0,2.0,0
28124,AW00028124,1,21.26,5.315,61.0,61.0,4,Accessories,9999.0,1.0,1
27606,AW00027606,2,5997.33,1999.11,70.0,1123.0,3,Bikes,1053.0,0.058823529411,1
29521,AW00029521,12,184846.2361,1621.458211,91.0,1095.0,44,Clothing,91.2727272727272,0.363636363636,1
17619,AW00017619,2,163.92,27.32,68.0,222.0,5,Accessories,154.0,0.4,1
15704,AW00015704,1,35.0,35.0,162.0,162.0,1,Accessories,9999.0,1.0,1
16786,AW00016786,1,2294.99,2294.99,94.0,94.0,1,Bikes,9999.0,1.0,1
28439,AW00028439,1,60.47,20.156666,12.0,12.0,3,Accessories,9999.0,1.0,1
17055,AW00017055,2,4347.76,2173.88,253.0,1061.0,2,Bikes,808.0,0.076923076923,0
28170,AW00028170,1,3578.27,3578.27,1047.0,1047.0,1,Bikes,9999.0,1.0,0
18260,AW00018260,2,6035.6,1508.9,336.0,981.0,4,Accessories,645.0,0.095238095238,0
18137,AW00018137,2,3043.0582,608.61164,142.0,878.0,5,Bikes,736.0,0.083333333333,1
27088,AW00027088,1,2071.4196,2071.4196,511.0,511.0,1,Bikes,9999.0,1.0,0
16268,AW00016268,2,2778.8225,555.7645,44.0,465.0,5,Accessories,421.0,0.142857142857,1
28957,AW00028957,1,2419.06,1209.53,274.0,274.0,2,Accessories,9999.0,1.0,0
26965,AW00026965,1,776.33,258.776666,213.0,213.0,3,Accessories,9999.0,1.0,0
15658,AW00015658,1,64.97,21.656666,149.0,149.0,3,Accessories,9999.0,1.0,1
23733,AW00023733,1,567.76,141.94,112.0,112.0,4,Accessories,9999.0,1.0,1
18575,AW00018575,1,78.98,39.49,105.0,105.0,2,Clothing,9999.0,1.0,1
23484,AW00023484,1,539.99,539.99,79.0,79.0,1,Bikes,9999.0,1.0,1
18824,AW00018824,1,2394.97,598.7425,60.0,60.0,4,Accessories,9999.0,1.0,1
18183,AW00018183,2,3343.3575,668.6715,141.0,585.0,5,Accessories,444.0,0.133333333333,1
24171,AW00024171,2,3006.31,601.262,132.0,476.0,5,Bikes,344.0,0.181818181818,1
19216,AW00019216,1,54.98,27.49,274.0,274.0,2,Accessories,9999.0,1.0,0
25050,AW00025050,1,2419.06,1209.53,271.0,271.0,2,Accessories,9999.0,1.0,0
24612,AW00024612,2,2152.1975,430.4395,346.0,711.0,5,Accessories,365.0,0.166666666666,0
23530,AW00023530,1,39.98,19.99,23.0,23.0,2,Accessories,9999.0,1.0,1
15266,AW00015266,2,2935.3696,489.228266,74.0,432.0,6,Accessories,358.0,0.166666666666,1
22213,AW00022213,1,59.27,19.756666,335.0,335.0,3,Accessories,9999.0,1.0,0
25004,AW00025004,1,24.99,24.99,7.0,7.0,1,Accessories,9999.0,1.0,1
11831,AW00011831,2,5933.25,1977.75,352.0,824.0,3,Bikes,472.0,0.125,0
13746,AW00013746,2,3250.11,650.022,370.0,567.0,5,Accessories,197.0,0.333333333333,0
11582,AW00011582,2,4379.0782,1459.692733,311.0,417.0,3,Bikes,106.0,0.666666666666,0
14825,AW00014825,1,61.45,15.3625,223.0,223.0,4,Accessories,9999.0,1.0,0
22651,AW00022651,1,574.98,287.49,128.0,128.0,2,Accessories,9999.0,1.0,1
24566,AW00024566,1,4.99,4.99,68.0,68.0,1,Accessories,9999.0,1.0,1
14433,AW00014433,2,3342.4075,1114.135833,205.0,449.0,3,Bikes,244.0,0.25,0
22259,AW00022259,1,562.96,140.74,385.0,385.0,4,Accessories,9999.0,1.0,0
25253,AW00025253,1,73.96,18.49,315.0,315.0,4,Accessories,9999.0,1.0,0
12269,AW00012269,1,43.98,21.99,215.0,215.0,2,Accessories,9999.0,1.0,0
20095,AW00020095,1,59.98,29.99,144.0,144.0,2,Accessories,9999.0,1.0,1
22697,AW00022697,1,83.97,27.99,328.0,328.0,3,Accessories,9999.0,1.0,0
23779,AW00023779,1,1147.77,382.59,246.0,246.0,3,Accessories,9999.0,1.0,0
11877,AW00011877,2,42.95,21.475,31.0,115.0,2,Accessories,84.0,1.0,1
21615,AW00021615,1,1155.48,577.74,85.0,85.0,2,Accessories,9999.0,1.0,1
23092,AW00023092,1,29.99,29.99,217.0,217.0,1,Accessories,9999.0,1.0,0
11190,AW00011190,2,46.27,11.5675,12.0,153.0,4,Accessories,141.0,0.4,1
22010,AW00022010,1,49.97,16.656666,92.0,92.0,3,Accessories,9999.0,1.0,1
20928,AW00020928,1,40.23,13.41,92.0,92.0,3,Accessories,9999.0,1.0,1
16660,AW00016660,2,5898.26,2949.13,47.0,1081.0,2,Bikes,1034.0,0.058823529411,1
19577,AW00019577,2,6037.89,1207.578,277.0,888.0,5,Accessories,611.0,0.1,0
23656,AW00023656,2,4144.34,2072.17,139.0,491.0,2,Bikes,352.0,0.166666666666,1
20739,AW00020739,1,78.98,39.49,324.0,324.0,2,Clothing,9999.0,1.0,0
25648,AW00025648,1,4.99,4.99,214.0,214.0,1,Accessories,9999.0,1.0,0
29395,AW00029395,1,13.98,6.99,54.0,54.0,2,Accessories,9999.0,1.0,1
18011,AW00018011,2,2590.3582,431.726366,103.0,908.0,6,Accessories,805.0,0.076923076923,1
11064,AW00011064,1,2304.98,1152.49,368.0,368.0,2,Accessories,9999.0,1.0,0
27214,AW00027214,1,187.98,62.66,272.0,272.0,3,Accessories,9999.0,1.0,0
15784,AW00015784,2,4379.0882,1459.696066,77.0,410.0,3,Bikes,333.0,0.181818181818,1
24440,AW00024440,1,61.08,20.36,279.0,279.0,3,Accessories,9999.0,1.0,0
27686,AW00027686,1,74.98,24.993333,0.0,0.0,3,Accessories,9999.0,1.0,1
20049,AW00020049,2,3150.3982,1050.132733,158.0,1088.0,3,Bikes,930.0,0.066666666666,1
11393,AW00011393,1,13.98,6.99,196.0,196.0,2,Accessories,9999.0,1.0,0
28562,AW00028562,2,3219.1896,804.7974,81.0,682.0,4,Accessories,601.0,0.1,1
19906,AW00019906,1,13.98,6.99,172.0,172.0,2,Accessories,9999.0,1.0,1
17493,AW00017493,2,130.96,43.653333,47.0,137.0,3,Accessories,90.0,0.666666666666,1
30085,AW00030085,8,4378.7209,199.032768,91.0,730.0,20,Components,91.2857142857142,0.380952380952,1
29913,AW00029913,8,671618.029459,1881.282995,91.0,730.0,87,Bikes,91.2857142857142,0.380952380952,1
21257,AW00021257,2,4144.34,2072.17,107.0,727.0,2,Bikes,620.0,0.1,1
18134,AW00018134,3,5732.4675,955.41125,136.0,716.0,5,Bikes,290.0,0.157894736842,1
27921,AW00027921,1,7.28,3.64,162.0,162.0,2,Accessories,9999.0,1.0,1
23968,AW00023968,1,39.98,19.99,130.0,130.0,2,Accessories,9999.0,1.0,1
19265,AW00019265,1,42.28,14.093333,64.0,64.0,3,Accessories,9999.0,1.0,1
18701,AW00018701,2,5357.74,1339.435,354.0,955.0,4,Clothing,601.0,0.1,0
29770,AW00029770,8,443861.82435,1662.403836,60.0,699.0,79,Bikes,91.2857142857142,0.380952380952,1
15455,AW00015455,2,3099.29,516.548333,107.0,569.0,6,Accessories,462.0,0.133333333333,1
14622,AW00014622,1,28.96,7.24,260.0,260.0,4,Accessories,9999.0,1.0,0
16537,AW00016537,1,24.99,24.99,247.0,247.0,1,Accessories,9999.0,1.0,0
27357,AW00027357,1,69.99,69.99,134.0,134.0,1,Clothing,9999.0,1.0,1
17868,AW00017868,1,1735.98,867.99,133.0,133.0,2,Accessories,9999.0,1.0,1
28688,AW00028688,1,901.35,450.675,119.0,119.0,2,Accessories,9999.0,1.0,1
26524,AW00026524,1,27.28,13.64,40.0,40.0,2,Accessories,9999.0,1.0,1
28047,AW00028047,1,3578.27,3578.27,1078.0,1078.0,1,Bikes,9999.0,1.0,0
29252,AW00029252,2,4389.59,877.918,123.0,913.0,5,Accessories,790.0,0.076923076923,1
25883,AW00025883,1,2443.35,2443.35,714.0,714.0,1,Bikes,9999.0,1.0,0
14104,AW00014104,2,1889.9075,472.476875,302.0,666.0,4,Clothing,364.0,0.181818181818,0
17350,AW00017350,2,127.47,31.8675,116.0,335.0,4,Accessories,219.0,0.25,1
16096,AW00016096,3,212.01,23.556666,95.0,333.0,9,Clothing,119.0,0.375,1
15186,AW00015186,2,86.76,21.69,23.0,303.0,4,Accessories,280.0,0.2,1
29129,AW00029129,1,24.99,24.99,270.0,270.0,1,Accessories,9999.0,1.0,0
19342,AW00019342,1,31.27,10.423333,267.0,267.0,3,Accessories,9999.0,1.0,0
26006,AW00026006,1,24.99,24.99,64.0,64.0,1,Accessories,9999.0,1.0,1
17178,AW00017178,1,13.98,6.99,43.0,43.0,2,Accessories,9999.0,1.0,1
21741,AW00021741,2,4127.25,1375.75,332.0,1102.0,3,Bikes,770.0,0.076923076923,0
21492,AW00021492,1,14.98,7.49,242.0,242.0,2,Accessories,9999.0,1.0,0
28831,AW00028831,1,3578.27,3578.27,953.0,953.0,1,Bikes,9999.0,1.0,0
20175,AW00020175,1,1214.46,303.615,203.0,203.0,4,Clothing,9999.0,1.0,0
13228,AW00013228,1,56.97,28.485,186.0,186.0,2,Accessories,9999.0,1.0,0
26212,AW00026212,1,23.78,11.89,115.0,115.0,2,Accessories,9999.0,1.0,1
21884,AW00021884,1,74.98,24.993333,114.0,114.0,3,Accessories,9999.0,1.0,1
26604,AW00026604,2,4442.1582,1480.7194,134.0,594.0,3,Bikes,460.0,0.133333333333,1
13620,AW00013620,3,6848.0682,978.295457,76.0,571.0,7,Accessories,247.5,0.1875,1
12538,AW00012538,1,8.99,8.99,246.0,246.0,1,Clothing,9999.0,1.0,0
16866,AW00016866,1,2444.45,407.408333,107.0,107.0,6,Accessories,9999.0,1.0,1
25522,AW00025522,1,628.97,157.2425,88.0,88.0,4,Accessories,9999.0,1.0,1
18495,AW00018495,2,6021.62,3010.81,316.0,966.0,2,Bikes,650.0,0.095238095238,0
20410,AW00020410,1,49.97,16.656666,293.0,293.0,3,Accessories,9999.0,1.0,0
22574,AW00022574,1,69.99,69.99,239.0,239.0,1,Clothing,9999.0,1.0,0
24738,AW00024738,1,2433.04,608.26,176.0,176.0,4,Accessories,9999.0,1.0,1
22823,AW00022823,1,43.97,14.656666,140.0,140.0,3,Accessories,9999.0,1.0,1
20659,AW00020659,1,2466.32,616.58,34.0,34.0,4,Accessories,9999.0,1.0,1
22966,AW00022966,2,3917.5425,1305.8475,285.0,582.0,3,Bikes,297.0,0.2,0
14310,AW00014310,3,5200.6596,577.851066,135.0,498.0,8,Accessories,181.5,0.25,1
25130,AW00025130,1,7.28,3.64,264.0,264.0,2,Accessories,9999.0,1.0,0
12146,AW00012146,2,227.42,37.903333,81.0,213.0,6,Accessories,132.0,0.4,1
11705,AW00011705,2,5940.54,1188.108,246.0,823.0,5,Accessories,577.0,0.105263157894,0
14951,AW00014951,2,4153.25,1384.416666,357.0,798.0,3,Bikes,441.0,0.133333333333,0
16033,AW00016033,3,3743.3925,935.848125,32.0,751.0,4,Bikes,359.5,0.130434782608,1
22525,AW00022525,1,574.98,287.49,284.0,284.0,2,Accessories,9999.0,1.0,0
12787,AW00012787,2,53.56,10.712,125.0,261.0,4,Accessories,136.0,0.5,1
13869,AW00013869,1,21.98,21.98,87.0,87.0,1,Accessories,9999.0,1.0,1
12395,AW00012395,2,5968.25,1492.0625,126.0,954.0,4,Accessories,828.0,0.074074074074,1
13477,AW00013477,2,4511.5425,1503.8475,215.0,640.0,3,Bikes,425.0,0.142857142857,0
24297,AW00024297,1,38.88,12.96,346.0,346.0,3,Accessories,9999.0,1.0,0
25379,AW00025379,1,1214.85,1214.85,274.0,274.0,1,Bikes,9999.0,1.0,0
11313,AW00011313,2,44.57,11.1425,63.0,266.0,3,Accessories,203.0,0.333333333333,1
22133,AW00022133,1,556.26,139.065,254.0,254.0,4,Accessories,9999.0,1.0,0
23215,AW00023215,1,49.96,12.49,127.0,127.0,4,Accessories,9999.0,1.0,1
21051,AW00021051,1,1120.49,1120.49,76.0,76.0,1,Bikes,9999.0,1.0,1
16411,AW00016411,2,4659.9025,1553.300833,271.0,597.0,3,Bikes,326.0,0.181818181818,0
11502,AW00011502,16,1026.29,23.867209,1.0,363.0,25,Accessories,24.1333333333333,1.454545454545,1
13494,AW00013494,1,39.98,19.99,255.0,255.0,2,Accessories,9999.0,1.0,0
23905,AW00023905,1,574.98,287.49,161.0,161.0,2,Accessories,9999.0,1.0,1
25897,AW00025897,1,32.6,32.6,109.0,109.0,1,Accessories,9999.0,1.0,1
28814,AW00028814,1,31.27,10.423333,63.0,63.0,3,Accessories,9999.0,1.0,1
29833,AW00029833,4,5751.6151,718.951887,426.0,699.0,7,Components,91.0,0.444444444444,0
12521,AW00012521,2,4438.3796,1109.5949,126.0,480.0,4,Bikes,354.0,0.181818181818,1
22886,AW00022886,1,599.47,199.823333,287.0,287.0,3,Clothing,9999.0,1.0,0
20347,AW00020347,1,2443.35,2443.35,283.0,283.0,1,Bikes,9999.0,1.0,0
24878,AW00024878,1,23.78,11.89,254.0,254.0,2,Accessories,9999.0,1.0,0
15392,AW00015392,1,39.98,19.99,231.0,231.0,2,Accessories,9999.0,1.0,0
14513,AW00014513,1,4.99,4.99,100.0,100.0,1,Accessories,9999.0,1.0,1
11456,AW00011456,3,8224.46,747.678181,242.0,926.0,10,Accessories,342.0,0.136363636363,0
23859,AW00023859,2,4153.25,1384.416666,393.0,831.0,3,Bikes,438.0,0.133333333333,0
21366,AW00021366,1,39.98,19.99,361.0,361.0,2,Accessories,9999.0,1.0,0
18449,AW00018449,2,100.94,20.188,208.0,344.0,5,Accessories,136.0,0.4,0
26776,AW00026776,1,25.48,12.74,251.0,251.0,2,Accessories,9999.0,1.0,0
23358,AW00023358,1,561.92,140.48,165.0,165.0,4,Accessories,9999.0,1.0,1
12475,AW00012475,2,4438.3796,1109.5949,158.0,512.0,4,Bikes,354.0,0.181818181818,1
17430,AW00017430,1,4.99,4.99,251.0,251.0,1,Accessories,9999.0,1.0,0
27795,AW00027795,1,1174.48,587.24,209.0,209.0,2,Clothing,9999.0,1.0,0
22385,AW00022385,1,58.98,29.49,139.0,139.0,2,Accessories,9999.0,1.0,1
22840,AW00022840,1,37.29,18.645,99.0,99.0,2,Accessories,9999.0,1.0,1
11001,AW00011001,3,6383.88,580.352727,49.0,1109.0,10,Accessories,530.0,0.085714285714,1
28313,AW00028313,1,647.94,107.99,253.0,253.0,6,Accessories,9999.0,1.0,0
21821,AW00021821,1,48.97,16.323333,185.0,185.0,3,Accessories,9999.0,1.0,0
18904,AW00018904,1,607.96,151.99,133.0,133.0,4,Accessories,9999.0,1.0,1
23404,AW00023404,1,624.97,208.323333,130.0,130.0,3,Clothing,9999.0,1.0,1
16912,AW00016912,1,2380.47,793.49,63.0,63.0,3,Clothing,9999.0,1.0,1
28296,AW00028296,2,5997.33,1999.11,47.0,1023.0,3,Bikes,976.0,0.0625,1
25757,AW00025757,1,628.97,157.2425,297.0,297.0,4,Accessories,9999.0,1.0,0
12976,AW00012976,1,21.98,21.98,148.0,148.0,1,Accessories,9999.0,1.0,1
19468,AW00019468,1,6.28,3.14,66.0,66.0,2,Accessories,9999.0,1.0,1
13540,AW00013540,3,6528.18,725.353333,185.0,1084.0,9,Accessories,449.5,0.103448275862,0
24360,AW00024360,2,3626.82,906.705,266.0,450.0,4,Clothing,184.0,0.333333333333,0
25442,AW00025442,1,1735.98,867.99,119.0,119.0,2,Accessories,9999.0,1.0,1
18950,AW00018950,1,2351.96,783.986666,83.0,83.0,3,Accessories,9999.0,1.0,1
20424,AW00020424,2,4132.24,1033.06,318.0,817.0,4,Accessories,499.0,0.125,0
15014,AW00015014,2,3860.8696,643.478266,230.0,507.0,6,Accessories,277.0,0.222222222222,0
26916,AW00026916,2,1322.98,661.49,31.0,484.0,2,Bikes,453.0,0.142857142857,1
21506,AW00021506,1,2369.96,592.49,41.0,41.0,4,Accessories,9999.0,1.0,1
22903,AW00022903,2,6054.22,2018.073333,274.0,919.0,3,Bikes,645.0,0.095238095238,0
15077,AW00015077,3,6673.53,953.361428,40.0,906.0,7,Accessories,433.0,0.107142857142,1
27231,AW00027231,1,2049.0982,2049.0982,481.0,481.0,1,Bikes,9999.0,1.0,0
19405,AW00019405,1,1170.48,585.24,353.0,353.0,2,Clothing,9999.0,1.0,0
19986,AW00019986,1,1189.46,297.365,301.0,301.0,4,Accessories,9999.0,1.0,0
19013,AW00019013,1,636.45,159.1125,309.0,309.0,4,Clothing,9999.0,1.0,0
26839,AW00026839,1,77.96,19.49,255.0,255.0,4,Accessories,9999.0,1.0,0
23341,AW00023341,1,561.48,280.74,112.0,112.0,2,Accessories,9999.0,1.0,1
29378,AW00029378,1,39.99,19.995,78.0,78.0,2,Accessories,9999.0,1.0,1
20284,AW00020284,2,5328.23,1065.646,153.0,809.0,5,Accessories,656.0,0.095238095238,1
27277,AW00027277,1,2071.4196,2071.4196,429.0,429.0,1,Bikes,9999.0,1.0,0
28359,AW00028359,1,78.98,39.49,205.0,205.0,2,Clothing,9999.0,1.0,0
27858,AW00027858,1,75.47,25.156666,192.0,192.0,3,Accessories,9999.0,1.0,0
14874,AW00014874,1,804.48,402.24,142.0,142.0,2,Accessories,9999.0,1.0,1
15956,AW00015956,1,4.99,4.99,62.0,62.0,1,Accessories,9999.0,1.0,1
16348,AW00016348,2,5918.24,1479.56,36.0,1108.0,4,Accessories,1072.0,0.057142857142,1
28250,AW00028250,2,6016.33,2005.443333,56.0,1025.0,3,Bikes,969.0,0.0625,1
17885,AW00017885,2,2701.4275,1350.71375,168.0,411.0,2,Bikes,243.0,0.25,1
13557,AW00013557,2,4443.3796,1110.8449,186.0,409.0,4,Accessories,223.0,0.285714285714,0
18967,AW00018967,1,132.97,44.323333,353.0,353.0,3,Clothing,9999.0,1.0,0
29332,AW00029332,1,165.28,55.093333,318.0,318.0,3,Accessories,9999.0,1.0,0
23922,AW00023922,1,2466.32,616.58,274.0,274.0,4,Accessories,9999.0,1.0,0
23295,AW00023295,1,34.98,17.49,137.0,137.0,2,Accessories,9999.0,1.0,1
12020,AW00012020,1,804.47,268.156666,108.0,108.0,3,Accessories,9999.0,1.0,1
24815,AW00024815,1,2438.06,1219.03,294.0,294.0,2,Clothing,9999.0,1.0,0
20487,AW00020487,1,9.99,9.99,272.0,272.0,1,Accessories,9999.0,1.0,0
13995,AW00013995,2,64.97,21.656666,72.0,258.0,3,Accessories,186.0,0.333333333333,1
26979,AW00026979,1,588.96,147.24,147.0,147.0,4,Accessories,9999.0,1.0,1
28751,AW00028751,2,3240.8796,648.17592,38.0,590.0,5,Accessories,552.0,0.111111111111,1
11439,AW00011439,6,12489.1696,892.083542,100.0,425.0,12,Accessories,65.0,0.545454545454,1
13603,AW00013603,2,133.94,22.323333,232.0,312.0,6,Accessories,80.0,0.666666666666,0
24423,AW00024423,1,32.6,32.6,306.0,306.0,1,Accessories,9999.0,1.0,0
17931,AW00017931,1,29.99,29.99,154.0,154.0,1,Accessories,9999.0,1.0,1
